"","sl_no","word1","freq1","word2","freq2"
"728",728,"shouldve",2,"bring",1
"729",729,"sick",2,"bringing",1
"730",730,"sickgoodnight",2,"britney",1
"731",731,"soul",2,"broke",1
"732",732,"speak",2,"broken",1
"733",733,"speaks",2,"brown",1
"734",734,"spoils",2,"buccaneers",1
"735",735,"support",2,"buckybrooks",1
"736",736,"surprising",2,"bundle",1
"737",737,"survive",2,"bust",1
"738",738,"survived",2,"butts",1
"739",739,"talk",2,"buy",1
"740",740,"thank",2,"cakes",1
"741",741,"thatsclaudia",2,"calfamily",1
"742",742,"thatwhittt",2,"calfootball",1
"743",743,"thegameofnerds",2,"california",1
"744",744,"tight",2,"calls",1
"745",745,"tired",2,"camp",1
"746",746,"to‚Ä",2,"can‚Äôt",1
"747",747,"today",2,"canonusapro‚Ä",1
"748",748,"totally",2,"card",1
"749",749,"trending",2,"cause",1
"750",750,"trndnl",2,"cedarsmobsquad",1
"751",751,"try",2,"celebrate",1
"752",752,"tweeting",2,"celebration",1
"753",753,"tweets",2,"centre",1
"754",754,"twitter",2,"champions",1
"755",755,"twtr",2,"champs",1
"756",756,"type",2,"changes",1
"757",757,"ugh",2,"chargers",1
"758",758,"walkin",2,"chart",1
"759",759,"waniminaj",2,"chemistry",1
"760",760,"war",2,"chiefs",1
"761",761,"whaaaaaaaaat",2,"childhood",1
"762",762,"whoisunderthesheet",2,"city",1
"763",763,"wizarding",2,"claim",1
"764",764,"wtfffffffffffff",2,"class",1
"765",765,"wth",2,"climb",1
"766",766,"yelled",2,"coin",1
"767",767,"youre",2,"collect",1
"768",768,"aaaaaaaaaaaarrrrrrrrrrggggggggghhhhhhhhhhhhhhhhhhhh",1,"colliding",1
"769",769,"aaaagh",1,"comeeduaubcedubeubeduaubcedubeubneduaubcedubeubeduaubcedubeub",1
"770",770,"abc",1,"comejaredgoff",1
"771",771,"abt",1,"commissioner",1
"772",772,"abuse",1,"community",1
"773",773,"act",1,"contact",1
"774",774,"acted‚Ä",1,"contactnelliott",1
"775",775,"actor",1,"correctly",1
"776",776,"address",1,"count",1
"777",777,"agonising",1,"cowboys",1
"778",778,"aiineything",1,"crash",1
"779",779,"ajshannon",1,"crt",1
"780",780,"alertnholy",1,"damn",1
"781",781,"alertni",1,"daniklup",1
"782",782,"alfie",1,"datdudebw",1
"783",783,"alot",1,"dawg",1
"784",784,"alrighty",1,"days",1
"785",785,"alyssamarie",1,"deadlast",1
"786",786,"amarisbates",1,"dedicated",1
"787",787,"amazing",1,"defends",1
"788",788,"america",1,"deiningerrob",1
"789",789,"american",1,"depth",1
"790",790,"annaleise",1,"desperately",1
"791",791,"annaliese",1,"destroys",1
"792",792,"anneliese",1,"dickerson",1
"793",793,"answereduaubdedubu",1,"didnt",1
"794",794,"anyone",1,"difficult",1
"795",795,"apologies",1,"discharged",1
"796",796,"arearent",1,"discusses",1
"797",797,"arienz",1,"district",1
"798",798,"arkylicius",1,"djackman",1
"799",799,"asf",1,"dmarcofarr",1
"800",800,"assholes",1,"doesn‚Äôt",1
"801",801,"auditioned",1,"dome",1
"802",802,"auntie",1,"dominance",1
"803",803,"awkward",1,"donald",1
"804",804,"bahamachuck",1,"doubleheader",1
"805",805,"bahashtyy",1,"downeys",1
"806",806,"bakit",1,"dozen",1
"807",807,"bc‚Ä",1,"drain",1
"808",808,"bcs",1,"dream",1
"809",809,"becky",1,"earlier",1
"810",810,"believable",1,"ease",1
"811",811,"believed",1,"easy",1
"812",812,"betrayal",1,"eduaubcedubfu",1
"813",813,"betrayed",1,"eduaubcedubfuas",1
"814",814,"biiiiihhhhh",1,"eduaubcedubfueduaubdedubua",1
"815",815,"bitchs",1,"eduaubcedubfueduaubdedubueduaubdedubueduaubdedubublos",1
"816",816,"blessed",1,"eduaubcedubfugoff",1
"817",817,"blew",1,"eduaubcedubfujeff",1
"818",818,"blocked",1,"eduaubcedubfurams",1
"819",819,"bloody",1,"eduaubdedubuaand",1
"820",820,"bomb",1,"eduaubdedubuaeduaubcedubfubdeduaubdedubuaeduaubcedubfubdmobsquad",1
"821",821,"bonnies",1,"eduaubdedubuaeduaubdedubuaeduaubdedubua",1
"822",822,"boom",1,"eduaubdedubub‚Ä",1
"823",823,"bout",1,"eduaubdedubuceduaubcedubfubc",1
"824",824,"bowled",1,"eduaubdedubuceduaubcedubfube",1
"825",825,"boy",1,"eduaubdedubudeduaubcedubfubc",1
"826",826,"bravo",1,"eduaubdedubueduaubdedubueduaubdedubu",1
"827",827,"breathing",1,"eduaubdedubueduaubdedubueduaubdedububeduaubcedubfu",1
"828",828,"brighten",1,"eduaubdedubueeduaubdedubu",1
"829",829,"bring",1,"eduaubdedubufeduaubdedubua",1
"830",830,"brokeblackchick",1,"eduaubeedubueduaubeedubueduaubeedubu",1
"831",831,"bruh",1,"effort",1
"832",832,"brylleeeuytiepo",1,"eleven",1
"833",833,"buckynaat",1,"else",1
"834",834,"bucyntleks",1,"ending",1
"835",835,"burnbitch",1,"enough",1
"836",836,"buyer",1,"entertainment",1
"837",837,"bye",1,"eric",1
"838",838,"c‚Ä",1,"espnlosangeles",1
"839",839,"caaaaant",1,"etc",1
"840",840,"caijei",1,"everything",1
"841",841,"canonfx",1,"excellent",1
"842",842,"cape",1,"excitedmobsquad",1
"843",843,"career",1,"exnfl",1
"844",844,"cars",1,"exrams",1
"845",845,"chance",1,"f‚Ä",1
"846",846,"character‚Äôs",1,"facilitynlarams",1
"847",847,"charaxter",1,"fact",1
"848",848,"child",1,"fall",1
"849",849,"childreninneed",1,"fan",1
"850",850,"cinemagrace",1,"fansa",1
"851",851,"class",1,"fear",1
"852",852,"cmireid",1,"fi‚Ä",1
"853",853,"cnt",1,"filled",1
"854",854,"coincidence",1,"finalists",1
"855",855,"combinations",1,"finallllly",1
"856",856,"comment",1,"firechrischase",1
"857",857,"complaining",1,"fischer",1
"858",858,"congratulations",1,"fit",1
"859",859,"conner",1,"fitting",1
"860",860,"connors",1,"five",1
"861",861,"consoled",1,"flyeaglesfly",1
"862",862,"costs",1,"footba‚Ä",1
"863",863,"cottoncolford",1,"forget",1
"864",864,"couldve",1,"forward",1
"865",865,"couple",1,"found",1
"866",866,"cox",1,"foxsports",1
"867",867,"crap",1,"francoeltanko",1
"868",868,"created",1,"free",1
"869",869,"credit",1,"freejaredgoff",1
"870",870,"croydon",1,"freshman",1
"871",871,"crt",1,"funk",1
"872",872,"csigrl",1,"future‚Ä",1
"873",873,"curious",1,"gameplan",1
"874",874,"cut",1,"gentleman",1
"875",875,"daily",1,"giving",1
"876",876,"damolaososanya",1,"glad",1
"877",877,"deadnnwesupport",1,"glassfromthesky",1
"878",878,"deadnoooo",1,"goff‚Äôs",1
"879",879,"debt",1,"goffmeisteris",1
"880",880,"definitely",1,"goffor",1
"881",881,"deliver",1,"goffsteam",1
"882",882,"delves",1,"goffstime",1
"883",883,"dem",1,"gofftime",1
"884",884,"demise",1,"gold",1
"885",885,"depends",1,"golden",1
"886",886,"depressed",1,"goooooo",1
"887",887,"depression",1,"gorams‚Ä",1
"888",888,"depth",1,"grandstands",1
"889",889,"derekacz",1,"greatest",1
"890",890,"desb",1,"greatestshowonturf",1
"891",891,"describe",1,"h‚Ä",1
"892",892,"despite",1,"haha",1
"893",893,"diff",1,"happen",1
"894",894,"different",1,"happens",1
"895",895,"dirty",1,"hekkerhotseat",1
"896",896,"disaster",1,"held",1
"897",897,"dislike",1,"helmet",1
"898",898,"dnt",1,"here‚Ä",1
"899",899,"doesnt",1,"heres",1
"900",900,"dohtgawm",1,"hey",1
"901",901,"doin",1,"himtds",1
"902",902,"dream",1,"himthe",1
"903",903,"drinking",1,"hof",1
"904",904,"drunk",1,"hold",1
"905",905,"dstv",1,"hopeyness",1
"906",906,"earth",1,"horrible",1
"907",907,"eduaubcedubcuaeduaubdedubuaeduaubdedubueduaubdedubueduaubdedubaubn",1,"hot",1
"908",908,"eduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuad",1,"httpstc‚Ä",1
"909",909,"eduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuad",1,"httpstcoaadinay",1
"910",910,"eduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadnn",1,"httpstcoaakyibolt",1
"911",911,"eduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuaeduaubdedubuaeduaubdedubuaeduaubdedubuavioladavis",1,"httpstcoaibqnhsqra",1
"912",912,"eduaubdedubuadeduaubdedubuadeduaubdedubuadnkarlasouza",1,"httpstcoajiehduqg",1
"913",913,"eduaubdedubuadeduaubdedubuadeduaubdedubuadrestingplatypus",1,"httpstcoakpcqlq",1
"914",914,"eduaubdedubuadeduaubdedubuadn",1,"httpstcoanumbmnkoz",1
"915",915,"eduaubdedubuadeduaubdedubuaeduaubdedubua",1,"httpstcoapmiffqw",1
"916",916,"eduaubdedubuaeduaubdedubuaeduaubdedubu",1,"httpstcoarhnvahrq",1
"917",917,"eduaubdedubuaeduaubdedubuaeduaubdedubuaeduaubdedubuae",1,"httpstcoauemfoed",1
"918",918,"eduaubdedubuaeduaubdedubuaeduaubdedubuaeduaubdedubuaeduaubdedubuab",1,"httpstcoaynvlo",1
"919",919,"eduaubdedubuaeduaubdedubuaeduaubdedubuaeduaubdedubuanhtgawm",1,"httpstcobccoqfi",1
"920",920,"eduaubdedubuaeduaubdedububeduaubdedubu",1,"httpstcobdieywrsx",1
"921",921,"eduaubdedubuaeduaubdedububeduaubdedubua",1,"httpstcobfukcmokp",1
"922",922,"eduaubdedubuaf",1,"httpstcobkbhfwwlh",1
"923",923,"eduaubdedubuahtgawm",1,"httpstcobllaafxt",1
"924",924,"eduaubdedubuanhtgawm",1,"httpstcobmmqkxbd",1
"925",925,"eduaubdedubuaripdeanthomas",1,"httpstcobmzafnavj",1
"926",926,"eduaubdedububeduaubdedubua",1,"httpstcobwbjsdat",1
"927",927,"eduaubdedububeduaubdedubuad",1,"httpstcobyatz",1
"928",928,"eduaubdedububeduaubdedububeduaubdedububeduaubdedububeduaubdedubuaeduaubdedubu",1,"httpstcobyfbuvivmt",1
"929",929,"eduaubdedububeduaubdedububeduaubdedububeduaubdedububeduaubdedububeduaubdedububeduaubdedububeduaubdedububeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuad",1,"httpstcobzxqpqgrlf",1
"930",930,"eduaubdedububeduaubdedububeduaubdedububeduaubdedububeduaubdedububeduaubdedububeduaubdedububeduaubdedububeduaubdedububeduaubdedububeduaubdedububshonda",1,"httpstcocelhllrn",1
"931",931,"eduaubdedububeduaubdedububeduaubdedububeduaubdedububeduaubdedububwhat",1,"httpstcocgnfabyhni",1
"932",932,"eduaubdedububeduaubdedubuf",1,"httpstcocgzbei",1
"933",933,"eduaubdedubuceduaubcedubfubbeduaubdedubuaf",1,"httpstcocjrhnkeu",1
"934",934,"eduaubdedubueduaubdedubuad",1,"httpstcocnjmda",1
"935",935,"eduaubdedubueduaubdedubuadeduaubdedubau",1,"httpstcocojecoxkt",1
"936",936,"eduaubdedubueduaubdedubueduaubdedubueduaubdedubueduaubdedubueduaubdedubueduaubdedubuadeduaubdedubuad",1,"httpstcocrtecfeuvr",1
"937",937,"eduaubdedubueeduaubdedubu",1,"httpstcocrzrmlxg",1
"938",938,"eduaubdedubuf",1,"httpstcocsaixpxts",1
"939",939,"eduaubdedubuhtgawm",1,"httpstcocsguimbkt",1
"940",940,"eduaubdedubunhtgawm",1,"httpstcodcqjgriryk",1
"941",941,"eduaubdedubuok",1,"httpstcodcrvvteft",1
"942",942,"eek",1,"httpstcodfmejctreo",1
"943",943,"election",1,"httpstcodfskickyv",1
"944",944,"electricity",1,"httpstcodgxocaptdnmobsquad",1
"945",945,"emayechay",1,"httpstcodmvgwuone",1
"946",946,"emojis",1,"httpstcodntbim",1
"947",947,"ending",1,"httpstcodoshijmh",1
"948",948,"enews",1,"httpstcodqlldwos",1
"949",949,"episodeeduaubdedubueduaubdedubu",1,"httpstcodrdtsjav",1
"950",950,"episodes",1,"httpstcoduzjgjmq",1
"951",951,"erikmardes",1,"httpstcoebajdzcf",1
"952",952,"esp",1,"httpstcoeclmkvngwl",1
"953",953,"especially",1,"httpstcoefspknlzn",1
"954",954,"ethnicity",1,"httpstcoekcwwqc",1
"955",955,"ewicz",1,"httpstcoeltqyq",1
"956",956,"experienced",1,"httpstcoeonfirqym",1
"957",957,"explaining",1,"httpstcoerfzzcsc",1
"958",958,"exquisite",1,"httpstcoetfipbgtv",1
"959",959,"fan",1,"httpstcoexipamkbkynmobsquad",1
"960",960,"fandom",1,"httpstcoexwfynho",1
"961",961,"far",1,"httpstcofkdzjcjre",1
"962",962,"favesuufef",1,"httpstcoflhrj",1
"963",963,"favsnher",1,"httpstcoflkxchbv",1
"964",964,"feelin",1,"httpstcofslbttk",1
"965",965,"feeling",1,"httpstcofuoffzldb",1
"966",966,"fell",1,"httpstcofvkcihrnf",1
"967",967,"fictional",1,"httpstcoghredyvo",1
"968",968,"finales",1,"httpstcogiekrjwo",1
"969",969,"finished",1,"httpstcogkcijshrpg",1
"970",970,"floor",1,"httpstcognzvzpjvuc",1
"971",971,"fml",1,"httpstcogsslwtc",1
"972",972,"follow",1,"httpstcogtwibzkqc‚Ä",1
"973",973,"followed",1,"httpstcogutotim",1
"974",974,"foor",1,"httpstcohczsumpn",1
"975",975,"forever",1,"httpstcohzwosgek",1
"976",976,"forget",1,"httpstcoicupbrxn",1
"977",977,"found",1,"httpstcoieqjykawhw",1
"978",978,"foxcinemas",1,"httpstcoiihnwxkui",1
"979",979,"fragile",1,"httpstcoinczqhlpvn",1
"980",980,"frankamp",1,"httpstcoipcpqcvyj",1
"981",981,"franks",1,"httpstcoiusndsqx",1
"982",982,"free",1,"httpstcoivlcaxly",1
"983",983,"friday",1,"httpstcoiyvphi",1
"984",984,"fridayfeeling",1,"httpstcoizqnabqyg",1
"985",985,"fucccckkkinnggg",1,"httpstcoiztdoifolf",1
"986",986,"fuckinh",1,"httpstcoizwsmbe",1
"987",987,"full",1,"httpstcojblupicnpa",1
"988",988,"function",1,"httpstcojdvyvbzg",1
"989",989,"fuuuuuuuuuuucckkkkkk",1,"httpstcojfcpfizsy",1
"990",990,"gaf",1,"httpstcojxkyawos",1
"991",991,"gago",1,"httpstcojykyxdykb",1
"992",992,"ganun",1,"httpstcokbgbdzdebn",1
"993",993,"geeksofcolor",1,"httpstcokdeuuqz",1
"994",994,"genius",1,"httpstcokjrpeedmuv",1
"995",995,"gentle",1,"httpstcoknuxpaxlij",1
"996",996,"genuinley",1,"httpstcokprbuvq‚Ä",1
"997",997,"gets",1,"httpstcokujtrkm‚Ä",1
"998",998,"getthefuckout",1,"httpstcokupgqvn",1
"999",999,"gif",1,"httpstcokzswqxav",1
"1000",1000,"gilmore",1,"httpstcolahxpz",1
"1001",1001,"ginikaezeani",1,"httpstcoljkacxhxs",1
"1002",1002,"given",1,"httpstcollcfqtycnt",1
"1003",1003,"glenn",1,"httpstcolpqonina",1
"1004",1004,"globnnssssssshhhhhhhhtnnhtgawm",1,"httpstcolrbflwcow",1
"1005",1005,"goals",1,"httpstcolusavaedu",1
"1006",1006,"godnhtgawm",1,"httpstcolwajprop",1
"1007",1007,"godofwarshader",1,"httpstcolzpuyphx",1
"1008",1008,"goi‚Ä",1,"httpstcomhljqspl",1
"1009",1009,"gon",1,"httpstcomsckithzj",1
"1010",1010,"gone",1,"httpstcomzzjzfzp",1
"1011",1011,"great",1,"httpstconayinfrauk",1
"1012",1012,"griffindoor",1,"httpstcondiqko",1
"1013",1013,"gurl",1,"httpstcondmtgtvk",1
"1014",1014,"guy",1,"httpstconfqpoogtjm",1
"1015",1015,"guyseduaubdedububeduaubdedububeduaubdedububeduaubdedubub",1,"httpstcongqlpcanf",1
"1016",1016,"hair",1,"httpstconixacyzr",1
"1017",1017,"happen",1,"httpstconiyuegyclo",1
"1018",1018,"hasminaaaaa",1,"httpstconkcenrkwwq",1
"1019",1019,"haunt",1,"httpstconkipihzsc",1
"1020",1020,"hawu",1,"httpstconlkthvhl",1
"1021",1021,"heard",1,"httpstconnkxovlatu",1
"1022",1022,"heavy",1,"httpstconnqplsx",1
"1023",1023,"helenav",1,"httpstcontlnr‚Ä",1
"1024",1024,"help",1,"httpstcontlnrgfhoe",1
"1025",1025,"helped",1,"httpstconuijzlvyq",1
"1026",1026,"heshe",1,"httpstconzdnzgec",1
"1027",1027,"himamp",1,"httpstcoocijmyemw",1
"1028",1028,"history",1,"httpstcoodexokvka",1
"1029",1029,"hit",1,"httpstcoodfeffohen",1
"1030",1030,"holysht",1,"httpstcoosocfvfsm",1
"1031",1031,"home",1,"httpstcoosorylqxi",1
"1032",1032,"htgawbelle",1,"httpstcootzkrgoj",1
"1033",1033,"htgawm‚Äôs",1,"httpstcooumsvdqhe",1
"1034",1034,"htgawmdid",1,"httpstcopapceutdpb",1
"1035",1035,"htgawmeduaubdedubu",1,"httpstcoplabcor",1
"1036",1036,"htgawmnhow",1,"httpstcoppkfuxljjjnmobsquad",1
"1037",1037,"htgawmnn",1,"httpstcopsqwfth",1
"1038",1038,"htgawmnripwesgibbins",1,"httpstcopvdmddcd",1
"1039",1039,"htgawmnripwesgibbinsnonly",1,"httpstcopxkejndqal",1
"1040",1040,"htgawmpost",1,"httpstcopzbmweiqe",1
"1041",1041,"httpstcoaaybdqe",1,"httpstcoqcc‚Ä",1
"1042",1042,"httpstcoafuifjbof",1,"httpstcoqccemqjwe",1
"1043",1043,"httpstcoaggwakvvl",1,"httpstcoqcqqwzzyt",1
"1044",1044,"httpstcoajvvfqmkj",1,"httpstcoqfnusug",1
"1045",1045,"httpstcoayqnztx",1,"httpstcoqhpulesqpm",1
"1046",1046,"httpstcobksovcmd",1,"httpstcoqtqhqcl",1
"1047",1047,"httpstcoblqrp",1,"httpstcoqulimgmodt",1
"1048",1048,"httpstcocohtuufix",1,"httpstcoregpltknq",1
"1049",1049,"httpstcocpukdwtkj",1,"httpstcorghash",1
"1050",1050,"httpstcocqrpugvtm",1,"httpstcoriiqqem",1
"1051",1051,"httpstcocsomwsam",1,"httpstcorinftdepb",1
"1052",1052,"httpstcocuemavuxfz",1,"httpstcorkqocjf",1
"1053",1053,"httpstcocwahrlxbq",1,"httpstcormbabeyemz",1
"1054",1054,"httpstcodfkyvxnerf",1,"httpstcornilzkvs",1
"1055",1055,"httpstcodjgkagb‚Ä",1,"httpstcornoqggpl",1
"1056",1056,"httpstcodluqbkud",1,"httpstcornpppegzj",1
"1057",1057,"httpstcodnhluczec",1,"httpstcorp‚Ä",1
"1058",1058,"httpstcodohdxebve",1,"httpstcorpwxpvsi",1
"1059",1059,"httpstcodqphpjp",1,"httpstcorpzhzluttq",1
"1060",1060,"httpstcoduzisglrj",1,"httpstcospykeizdy",1
"1061",1061,"httpstcoeavommnj",1,"httpstcostntjylclv",1
"1062",1062,"httpstcoehbqkercz",1,"httpstcostvxcwf",1
"1063",1063,"httpstcoemwflmkpx",1,"httpstcosvofgdslr",1
"1064",1064,"httpstcofnpoddemw",1,"httpstcosxtoii",1
"1065",1065,"httpstcofplvvyu",1,"httpstcotahczvmgw",1
"1066",1066,"httpstcofuqbgui",1,"httpstcotbgeisqvsd",1
"1067",1067,"httpstcogalnsarf",1,"httpstcotbxicuwzil",1
"1068",1068,"httpstcohkexeupel",1,"httpstcotptxqp",1
"1069",1069,"httpstcohrmxcsngao",1,"httpstcotqgukwvegf",1
"1070",1070,"httpstcohvdfjbzqb",1,"httpstcoubtoxwdih",1
"1071",1071,"httpstcoinxzqqj",1,"httpstcouejkxxufaa",1
"1072",1072,"httpstcoiualmoiqc",1,"httpstcoufjximkdw",1
"1073",1073,"httpstcoiumoze",1,"httpstcoumwxkmbat",1
"1074",1074,"httpstcojaacisfol",1,"httpstcoupqaabpxy",1
"1075",1075,"httpstcojattbmfo",1,"httpstcourmckuodje",1
"1076",1076,"httpstcojifdyxpy",1,"httpstcouroefclqj",1
"1077",1077,"httpstcojkxcsggj",1,"httpstcousvqldnzz",1
"1078",1078,"httpstcojnmbojpex",1,"httpstcouxhxhakl",1
"1079",1079,"httpstcojnnxoehl",1,"httpstcovdbmtqjs",1
"1080",1080,"httpstcojsrwcncmc",1,"httpstcovkmagia",1
"1081",1081,"httpstcojttxwtubfe",1,"httpstcovmozrjyd",1
"1082",1082,"httpstcojuduckvc",1,"httpstcovpkzedbdt",1
"1083",1083,"httpstcojvbaoatso",1,"httpstcovrlpsvfrln",1
"1084",1084,"httpstcojvlyoxr",1,"httpstcovsdasuvhpx",1
"1085",1085,"httpstcokgabbfehf",1,"httpstcovsdyuathah",1
"1086",1086,"httpstcokifdageql",1,"httpstcovyultulee",1
"1087",1087,"httpstcokqdecjvg",1,"httpstcowalfnjsyn",1
"1088",1088,"httpstcokzzytllmcl",1,"httpstcowcrkljowi",1
"1089",1089,"httpstcoldelvrvt",1,"httpstcowdenrqsasv",1
"1090",1090,"httpstcolfigkfrzvy",1,"httpstcowdwgiwq",1
"1091",1091,"httpstcolhzwpqpz",1,"httpstcowhtpyudqet",1
"1092",1092,"httpstcolktueuup",1,"httpstcowjvmmyzyni",1
"1093",1093,"httpstcommaekt",1,"httpstcowltjnkur",1
"1094",1094,"httpstcommlcmgnry",1,"httpstcowtuvgmse",1
"1095",1095,"httpstcomwevkrhi",1,"httpstcoxayecpcj",1
"1096",1096,"httpstcomwwwmuqlqh",1,"httpstcoxcbwkxgj",1
"1097",1097,"httpstcomyuzbowbnr",1,"httpstcoxenxzxka",1
"1098",1098,"httpstconfmsfvull",1,"httpstcoxjdidde",1
"1099",1099,"httpstconlpmedwok",1,"httpstcoxjmsmvuhah",1
"1100",1100,"httpstconsqxvd",1,"httpstcoxkflsjrz",1
"1101",1101,"httpstcooaqsvhnjia",1,"httpstcoxqvcn",1
"1102",1102,"httpstcooeqknvflh",1,"httpstcoxrkelxtfe",1
"1103",1103,"httpstcoohbvsqzgw",1,"httpstcoxtcbe",1
"1104",1104,"httpstcoollmftvzy",1,"httpstcoxtjkeilv",1
"1105",1105,"httpstcoouasggevx",1,"httpstcoxwwqfgvfm",1
"1106",1106,"httpstcop‚Ä",1,"httpstcoxzamnzi",1
"1107",1107,"httpstcopcluisphx",1,"httpstcoyaswjqyy",1
"1108",1108,"httpstcopkdozyh",1,"httpstcoybmtxoyfdw",1
"1109",1109,"httpstcoprgambebp",1,"httpstcoycilrufi",1
"1110",1110,"httpstcoq‚Ä",1,"httpstcoyhdkrwthh",1
"1111",1111,"httpstcoqcpkybrknz",1,"httpstcoykrpodkpz",1
"1112",1112,"httpstcoqspohinb",1,"httpstcoylrpycvg",1
"1113",1113,"httpstcoqtytuvln",1,"httpstcoywqanpov",1
"1114",1114,"httpstcoqukcrquj",1,"httpstcoyzqcaiwbh",1
"1115",1115,"httpstcoqxwirlf",1,"httpstcozcormpjn",1
"1116",1116,"httpstcorcmerxlnv",1,"httpstcozhlhjpadt",1
"1117",1117,"httpstcorhqkmmf",1,"httpstcozixegyanl",1
"1118",1118,"httpstcornisvkm",1,"httpstcoznjxludjd",1
"1119",1119,"httpstcornzxqtlo",1,"httpstcoznzmvvk",1
"1120",1120,"httpstcortfnnaxq",1,"httpstcozsyzoqlwzt",1
"1121",1121,"httpstcoscuupzaf",1,"httpstcozudxtoyv",1
"1122",1122,"httpstcosoyoppl",1,"httpstcozxnmy",1
"1123",1123,"httpstcotcsqmmoho",1,"httpstcozyqwzgze",1
"1124",1124,"httpstcotjjbgtebf",1,"httpstcozzpymxfitb",1
"1125",1125,"httpstcotjtpozwwy",1,"hype",1
"1126",1126,"httpstcotxpshxgjl",1,"icky",1
"1127",1127,"httpstcouejgxyqb",1,"idea",1
"1128",1128,"httpstcoupukzdlvqm",1,"ikeswagginu",1
"1129",1129,"httpstcoutbzmil",1,"immaculate",1
"1130",1130,"httpstcouvcqintk",1,"insight",1
"1131",1131,"httpstcouyurzdolg",1,"instead",1
"1132",1132,"httpstcouzuehft",1,"intense",1
"1133",1133,"httpstcov‚Ä",1,"interesting",1
"1134",1134,"httpstcovdidieqhb",1,"interview",1
"1135",1135,"httpstcovkesjoqob",1,"irvine",1
"1136",1136,"httpstcovluwux",1,"isaac",1
"1137",1137,"httpstcovunvdu",1,"isnt",1
"1138",1138,"httpstcovwlircapf",1,"it‚Äôs",1
"1139",1139,"httpstcownekursup",1,"itngoffgetthemjared",1
"1140",1140,"httpstcowsntgawne",1,"itunes",1
"1141",1141,"httpstcowusttwhj",1,"ivanjkwan",1
"1142",1142,"httpstcoxjechpb",1,"jac‚Ä",1
"1143",1143,"httpstcoxjwodwnk",1,"jackie",1
"1144",1144,"httpstcoxkdgxw",1,"jacobnevins",1
"1145",1145,"httpstcoxsiisezq",1,"jamon",1
"1146",1146,"httpstcoxwcdjeac",1,"jasonbaumpr",1
"1147",1147,"httpstcoyqzvwagmt",1,"jerseys",1
"1148",1148,"httpstcoyuhyfvogwt",1,"jittery",1
"1149",1149,"httpstcozzhkonpem",1,"jlaurinaitis",1
"1150",1150,"huge",1,"joe",1
"1151",1151,"hugs",1,"join",1
"1152",1152,"huhu",1,"jonesdrew",1
"1153",1153,"huhuhuhu",1,"joyner",1
"1154",1154,"humans",1,"keenumgoff",1
"1155",1155,"hype",1,"kevinkoskiphoto",1
"1156",1156,"iamshocked",1,"kick",1
"1157",1157,"iamtjjones",1,"kid",1
"1158",1158,"idk",1,"konw",1
"1159",1159,"ileon",1,"la‚Ä",1
"1160",1160,"image",1,"lafan",1
"1161",1161,"imma",1,"lakeshow",1
"1162",1162,"immigrant",1,"lamarcus",1
"1163",1163,"impacted",1,"laramsservices",1
"1164",1164,"incredible",1,"late",1
"1165",1165,"innme",1,"leaving",1
"1166",1166,"intensity",1,"lemirejoe",1
"1167",1167,"interest‚Ä",1,"lessneadhair",1
"1168",1168,"internal",1,"letsramit",1
"1169",1169,"internalize",1,"life",1
"1170",1170,"intimate",1,"lilslippers",1
"1171",1171,"inventing",1,"lions",1
"1172",1172,"involvement",1,"listening",1
"1173",1173,"isnwho",1,"little",1
"1174",1174,"jan",1,"livingnnmobsquad",1
"1175",1175,"jaw",1,"losangelesrams",1
"1176",1176,"jesinhtgawm",1,"loud",1
"1177",1177,"jimmykimmel",1,"ltgsports",1
"1178",1178,"job",1,"lukeosterlof",1
"1179",1179,"john",1,"lynn",1
"1180",1180,"jose",1,"machine",1
"1181",1181,"jroz",1,"maddenpfl",1
"1182",1182,"jspence",1,"makes",1
"1183",1183,"jsquaredd",1,"marcossacal",1
"1184",1184,"justmarkus",1,"marcus",1
"1185",1185,"jyleraf",1,"mariota",1
"1186",1186,"katf",1,"mark",1
"1187",1187,"keatingnhtgawm",1,"mase",1
"1188",1188,"keeps",1,"may",1
"1189",1189,"kennat",1,"mayor",1
"1190",1190,"kimmel",1,"meant",1
"1191",1191,"kimthatisall",1,"media",1
"1192",1192,"kinda",1,"meet",1
"1193",1193,"kmagic",1,"mention",1
"1194",1194,"kmt",1,"miaminnits",1
